partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
P52799,P54760,EFNB2_HUMAN,EPHB4_HUMAN,user_curated,PMID:15114347
P52799,P54762,EFNB2_HUMAN,EPHB1_HUMAN,user_curated,PMID:15114347
P52799,P54764,EFNB2_HUMAN,EPHA4_HUMAN,user_curated,PMID:15114347
P52803,P54756,EFNA5_HUMAN,EPHA5_HUMAN,user_curated,PMID:15114347
P52803,P54764,EFNA5_HUMAN,EPHA4_HUMAN,user_curated,PMID:15114347
P52803,Q15375,EFNA5_HUMAN,EPHA7_HUMAN,user_curated,PMID:15114347
P53420,integrin_a10b1_complex,CO4A4_HUMAN,,user_curated,uniprot
P53420,integrin_a11b1_complex,CO4A4_HUMAN,,user_curated,uniprot
P53420,integrin_a1b1_complex,CO4A4_HUMAN,,user_curated,uniprot
P53420,integrin_a2b1_complex,CO4A4_HUMAN,,user_curated,uniprot
P54753,P98172,EPHB3_HUMAN,EFNB1_HUMAN,user_curated,PMID:15114347
P54753,Q15768,EPHB3_HUMAN,EFNB3_HUMAN,user_curated,PMID:15114347
P54760,P98172,EPHB4_HUMAN,EFNB1_HUMAN,user_curated,PMID:15114347
P54760,Q15768,EPHB4_HUMAN,EFNB3_HUMAN,user_curated,PMID:15114347
P54762,P98172,EPHB1_HUMAN,EFNB1_HUMAN,user_curated,PMID:15114347
P54762,Q15768,EPHB1_HUMAN,EFNB3_HUMAN,user_curated,PMID:15114347
P54764,P98172,EPHA4_HUMAN,EFNB1_HUMAN,user_curated,PMID:15114347
P54764,Q15768,EPHA4_HUMAN,EFNB3_HUMAN,user_curated,PMID:15114347
P55089,Q13324,UCN1_HUMAN,CRFR2_HUMAN,user_curated,uniprot;reactome
P55103,Q13705,INHBC_HUMAN,AVR2B_HUMAN,user_curated,PMID:22710174
P55285,P55285,CADH6_HUMAN,CADH6_HUMAN,user_curated,uniprot
P56703,Q5T4F7,WNT3_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P56703,Q6FHJ7,WNT3_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P56703,Q8N474,WNT3_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P56703,Q92765,WNT3_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P56703,Q96HF1,WNT3_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P56703,Q9Y5W5,WNT3_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P56704,Q5T4F7,WNT3A_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P56704,Q6FHJ7,WNT3A_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P56704,Q8N474,WNT3A_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P56704,Q92765,WNT3A_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P56704,Q96HF1,WNT3A_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P56704,Q9Y5W5,WNT3A_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P56705,Q5T4F7,WNT4_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P56705,Q6FHJ7,WNT4_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P56705,Q8N474,WNT4_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P56705,Q92765,WNT4_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P56705,Q96HF1,WNT4_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P56705,Q9Y5W5,WNT4_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P56706,Q5T4F7,WNT7B_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
P56706,Q6FHJ7,WNT7B_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
P56706,Q8N474,WNT7B_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
P56706,Q92765,WNT7B_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
P56706,Q96HF1,WNT7B_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
P56706,Q9Y5W5,WNT7B_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
P56975,Q15303,NRG3_HUMAN,ERBB4_HUMAN,user_curated,uniprot
P57087,Q9BX67,JAM2_HUMAN,JAM3_HUMAN,user_curated,PMC1237098;PMID:11590146
P57087,integrin_a4b1_complex,JAM2_HUMAN,,user_curated,PMID:12070135
P58166,Q13705,INHBE_HUMAN,AVR2B_HUMAN,user_curated,PMID:22710174
P58294,Q8NFJ6,PROK1_HUMAN,PKR2_HUMAN,user_curated,reactome;uniprot
P58294,Q8TCW9,PROK2_HUMAN,PKR2_HUMAN,user_curated,reactome;uniprot
P59901,Q10589,LIRA4_HUMAN,BST2_HUMAN,user_curated,PMID:19564354
P61812,Q03167,TGFB2_HUMAN,TGBR3_HUMAN,user_curated,uniprot
P61812,TGFbeta_receptor1,TGFB2_HUMAN,,user_curated,uniprot
P61812,TGFbeta_receptor2,TGFB2_HUMAN,,user_curated,uniprot
P78324,Q08722,SHPS1_HUMAN,CD47_HUMAN,user_curated,Reviewed_in_PMID:23602662
P78504,Q04721,JAG1_HUMAN,NOTC2_HUMAN,user_curated,PMID:22353464
P78504,Q99466,JAG1_HUMAN,NOTC4_HUMAN,user_curated,PMID:22353464
P78504,Q9UM47,JAG1_HUMAN,NOTC3_HUMAN,user_curated,PMID:22353464
P78509,P98155,RELN_HUMAN,VLDLR_HUMAN,user_curated,uniprot
P78509,Q14114,RELN_HUMAN,LRP8_HUMAN,user_curated,uniprot
P80188,Q8WUG5,NGAL_HUMAN,S22AH_HUMAN,user_curated,uniprot;reactome
P80370,Q04721,DLK1_HUMAN,NOTC2_HUMAN,user_curated,PMID:22353464
P80370,Q99466,DLK1_HUMAN,NOTC4_HUMAN,user_curated,PMID:22353464
P80370,Q9UM47,DLK1_HUMAN,NOTC3_HUMAN,user_curated,PMID:22353464
PDGFR_complex,Q9GZP0,,PDGFD_HUMAN,user_curated,uniprot
PTCH2_BOC_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,PMID:25448692
PTCH2_CDON_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,PMID:25448692
PTCH2_GAS1_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,PMID:25448692
PTCH_BOC_transmembrane_receptor,Q14623,IHH_HUMAN,,user_curated,reactome
PTCH_BOC_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,reactome
PTCH_CDON_transmembrane_receptor,Q14623,IHH_HUMAN,,user_curated,reactome
PTCH_CDON_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,reactome
PTCH_GAS1_transmembrane_receptor,Q14623,IHH_HUMAN,,user_curated,reactome
PTCH_GAS1_transmembrane_receptor,Q15465,SHH_HUMAN,,user_curated,reactome
PlexinA1_complex1,Q8NFY4,,SEM6D_HUMAN,user_curated,PMID:22325954
PlexinA1_complex2,Q8NFY4,,SEM6D_HUMAN,user_curated,PMID:22325954
PlexinA1_complex3,Q14563,,SEM3A_HUMAN,user_curated,PMID:22325954
PlexinA2_complex1,Q14563,,SEM3A_HUMAN,user_curated,PMID:22325954
PlexinA2_complex1,Q9H2E6,,SEM6A_HUMAN,user_curated,uniprot
PlexinA3_complex1,Q14563,,SEM3A_HUMAN,user_curated,PMID:22325954
PlexinA4_complex1,Q14563,,SEM3A_HUMAN,user_curated,PMID:22325954
ProstaglandinD2_byAKR1C3,Q13258,,PD2R_HUMAN,user_curated,HMRbase;uniprot;reactome
ProstaglandinD2_byAKR1C3,Q9Y5Y4,,PD2R2_HUMAN,user_curated,uniprot;reactome
Q01955,integrin_a10b1_complex,CO4A3_HUMAN,,user_curated,uniprot
Q01955,integrin_a11b1_complex,CO4A3_HUMAN,,user_curated,uniprot
Q01955,integrin_a1b1_complex,CO4A3_HUMAN,,user_curated,uniprot
Q01955,integrin_a2b1_complex,CO4A3_HUMAN,,user_curated,uniprot
Q02223,Q9Y275,TNR17_HUMAN,TN13B_HUMAN,user_curated,uniprot
Q02297,Q15303,NRG1_HUMAN,ERBB4_HUMAN,user_curated,uniprot
Q02297,integrin_a6b4_complex,NRG1_HUMAN,,user_curated,uniprot
Q02388,integrin_a10b1_complex,CO7A1_HUMAN,,user_curated,uniprot
Q02388,integrin_a11b1_complex,CO7A1_HUMAN,,user_curated,uniprot
Q02388,integrin_a1b1_complex,CO7A1_HUMAN,,user_curated,uniprot
Q02388,integrin_a2b1_complex,CO7A1_HUMAN,,user_curated,uniprot
Q02413,Q02487,DSG1_HUMAN,DSC2_HUMAN,user_curated,PMID:27298358
Q02413,Q08554,DSG1_HUMAN,DSC1_HUMAN,user_curated,PMID:27298358
Q02413,Q14574,DSG1_HUMAN,DSC3_HUMAN,user_curated,PMID:27298358
Q02487,Q14126,DSC2_HUMAN,DSG2_HUMAN,user_curated,PMID:27298358
Q02643,Q9UBU3,GHRL_HUMAN,GHRHR_HUMAN,user_curated,uniprot;HMRbase;reactome
Q02763,Q15389,TIE2_HUMAN,ANGP1_HUMAN,user_curated,uniprot
Q02763,Q9Y264,TIE2_HUMAN,ANGP4_HUMAN,user_curated,uniprot
Q03405,integrin_a4b1_complex,UPAR_HUMAN,,user_curated,PMID:11053440
Q03405,integrin_aVb3_complex,UPAR_HUMAN,,user_curated,PMID:11053440;PMID:15863511
Q03431,Q96A98,TIP39_HUMAN,PTH1R_HUMAN,user_curated,uniprot;reactome
Q03692,integrin_a10b1_complex,COAA1_HUMAN,,user_curated,uniprot
Q03692,integrin_a11b1_complex,COAA1_HUMAN,,user_curated,uniprot
Q03692,integrin_a1b1_complex,COAA1_HUMAN,,user_curated,uniprot
Q03692,integrin_a2b1_complex,COAA1_HUMAN,,user_curated,uniprot
Q04721,Q12860,CNTN1_HUMAN,NOTC2_HUMAN,user_curated,reactome;PMID:14567914
Q04721,Q9NR61,NOTC2_HUMAN,DLL4_HUMAN,user_curated,PMID:22353464
Q04721,Q9NYJ7,NOTC2_HUMAN,DLL3_HUMAN,user_curated,PMID:22353464
Q04721,Q9Y219,NOTC2_HUMAN,JAG2_HUMAN,user_curated,PMID:22353464
Q05707,integrin_a10b1_complex,COEA1_HUMAN,,user_curated,uniprot
Q05707,integrin_a11b1_complex,COEA1_HUMAN,,user_curated,uniprot
Q05707,integrin_a1b1_complex,COEA1_HUMAN,,user_curated,uniprot
Q05707,integrin_a2b1_complex,COEA1_HUMAN,,user_curated,uniprot
Q06418,Q14393,GAS6_HUMAN,TYRO3_HUMAN,user_curated,uniprot
Q07092,integrin_a10b1_complex,COGA1_HUMAN,,user_curated,uniprot
Q07092,integrin_a11b1_complex,COGA1_HUMAN,,user_curated,uniprot
Q07092,integrin_a1b1_complex,COGA1_HUMAN,,user_curated,uniprot
Q07092,integrin_a2b1_complex,COGA1_HUMAN,,user_curated,uniprot
Q08554,Q14126,DSC1_HUMAN,DSG2_HUMAN,user_curated,PMID:27298358
Q08722,Q9P1W8,CD47_HUMAN,SIRPG_HUMAN,user_curated,PMID:15294972
Q08722,SIRB1_complex,CD47_HUMAN,,user_curated,2jjs;PDB_partially
Q12866,Q14393,GAS6_HUMAN,MERTK_HUMAN,user_curated,uniprot
Q12918,Q9UHP7,KLRB1_HUMAN,CLC2D_HUMAN,user_curated,Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24223577
Q13324,Q969E3,UCN3_HUMAN,CRFR2_HUMAN,user_curated,uniprot
Q13324,Q96RP3,UCN2_HUMAN,CRFR2_HUMAN,user_curated,uniprot
Q13332,Q16288,PTPRS_HUMAN,NTRK3_HUMAN,user_curated,reactome
Q13477,integrin_a4b7_complex,MADCA_HUMAN,,user_curated,uniprot
Q13591,Q9ULL4,SEM5A_HUMAN,PLXB3_HUMAN,user_curated,uniprot
Q13639,SerotoninDopamin_byDDC,,5HT4R_HUMAN,user_curated,HMRbase;uniprot;reactome
Q14031,integrin_a10b1_complex,CO4A6_HUMAN,,user_curated,uniprot
Q14031,integrin_a11b1_complex,CO4A6_HUMAN,,user_curated,uniprot
Q14031,integrin_a1b1_complex,CO4A6_HUMAN,,user_curated,uniprot
Q14031,integrin_a2b1_complex,CO4A6_HUMAN,,user_curated,uniprot
Q14050,integrin_a10b1_complex,CO9A3_HUMAN,,user_curated,uniprot
Q14050,integrin_a11b1_complex,CO9A3_HUMAN,,user_curated,uniprot
Q14050,integrin_a1b1_complex,CO9A3_HUMAN,,user_curated,uniprot
Q14050,integrin_a2b1_complex,CO9A3_HUMAN,,user_curated,uniprot
Q14055,integrin_a10b1_complex,CO9A2_HUMAN,,user_curated,uniprot
Q14055,integrin_a11b1_complex,CO9A2_HUMAN,,user_curated,uniprot
Q14055,integrin_a1b1_complex,CO9A2_HUMAN,,user_curated,uniprot
Q14055,integrin_a2b1_complex,CO9A2_HUMAN,,user_curated,uniprot
Q14126,Q14574,DSG2_HUMAN,DSC3_HUMAN,user_curated,PMID:27298358
Q14623,Q96QV1,IHH_HUMAN,HHIP_HUMAN,user_curated,reactome;PMID:10050855
Q14773,integrin_aLb2_complex,ICAM4_HUMAN,,user_curated,uniprot
Q14993,integrin_a10b1_complex,COJA1_HUMAN,,user_curated,uniprot
Q14993,integrin_a11b1_complex,COJA1_HUMAN,,user_curated,uniprot
Q14993,integrin_a1b1_complex,COJA1_HUMAN,,user_curated,uniprot
Q14993,integrin_a2b1_complex,COJA1_HUMAN,,user_curated,uniprot
Q15116,Q9BQ51,PDCD1_HUMAN,PD1L2_HUMAN,user_curated,antigen_stimulated_T_cells_become_anergic._PMID:23954143
Q15116,Q9NZQ7,PDCD1_HUMAN,PD1L1_HUMAN,user_curated,integrin_antigen_stimulated_T_cells_become_anergic._PMID:23954143
Q15223,Q8N126,PVRL1_HUMAN,CADM3_HUMAN,user_curated,uniprot
Q15223,Q96NY8,PVRL1_HUMAN,PVRL4_HUMAN,user_curated,PMID:22902367
Q15223,Q9NQS3,PVRL1_HUMAN,PVRL3_HUMAN,user_curated,PMID:12740392
Q15303,Q8WWG1,ERBB4_HUMAN,NRG4_HUMAN,user_curated,uniprot
Q15303,Q99075,ERBB4_HUMAN,HBEGF_HUMAN,user_curated,uniprot
Q15465,Q96QV1,SHH_HUMAN,HHIP_HUMAN,user_curated,reactome;PMID:10050855;PMID:19561611
Q15762,Q92692,CD226_HUMAN,PVRL2_HUMAN,user_curated,integrin_activating_interaction_PMID:15607800;NK_cell_cytotoxicity._PMID:24440149
Q16620,Q9HB63,NET4_HUMAN,NTRK2_HUMAN,user_curated,uniprot
Q16787,integrin_a3b1_complex,LAMA3_HUMAN,,user_curated,uniprot
Q17RW2,integrin_a10b1_complex,COOA1_HUMAN,,user_curated,uniprot
Q17RW2,integrin_a11b1_complex,COOA1_HUMAN,,user_curated,uniprot
Q17RW2,integrin_a1b1_complex,COOA1_HUMAN,,user_curated,uniprot
Q17RW2,integrin_a2b1_complex,COOA1_HUMAN,,user_curated,uniprot
Q2I0M5,Q9BXB1,LGR4_HUMAN,RSPO4_HUMAN,user_curated,PMID:24532711
Q2I0M5,Q9HBX8,LGR6_HUMAN,RSPO4_HUMAN,user_curated,PMID:24532711
Q2MKA7,Q9BXB1,RSPO1_HUMAN,LGR4_HUMAN,user_curated,uniprot;reactome
Q2MKA7,Q9HBX8,RSPO1_HUMAN,LGR6_HUMAN,user_curated,uniprot;reactome
Q2UY09,integrin_a10b1_complex,COSA1_HUMAN,,user_curated,uniprot
Q2UY09,integrin_a11b1_complex,COSA1_HUMAN,,user_curated,uniprot
Q2UY09,integrin_a1b1_complex,COSA1_HUMAN,,user_curated,uniprot
Q2UY09,integrin_a2b1_complex,COSA1_HUMAN,,user_curated,uniprot
Q495A1,Q92692,TIGIT_HUMAN,PVRL2_HUMAN,user_curated,PMID:1313846;Induces_NK_Cell_Inhibition._Reviewed_in_PMID:24987108
Q495A1,Q9NQS3,TIGIT_HUMAN,PVRL3_HUMAN,user_curated,PMID:1313846
Q5T2D2,Q5ZPR3,CD276_HUMAN,TRML2_HUMAN,user_curated,uniprot
Q5T4F7,Q93097,WNT2B_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4F7,Q93098,WNT8B_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4F7,Q9H1J5,WNT8A_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4F7,Q9H1J7,WNT5B_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4F7,Q9UBV4,WNT16_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4F7,Q9Y6F9,WNT6_HUMAN,SFRP5_HUMAN,user_curated,PMID:12775774
Q5T4W7,RET_receptor_1,ARTN_HUMAN,,user_curated,uniprot
Q5T4W7,RET_receptor_3,ARTN_HUMAN,,user_curated,uniprot
Q5TAT6,integrin_a10b1_complex,CODA1_HUMAN,,user_curated,uniprot
Q5TAT6,integrin_a11b1_complex,CODA1_HUMAN,,user_curated,uniprot
Q5TAT6,integrin_a1b1_complex,CODA1_HUMAN,,user_curated,uniprot
Q5TAT6,integrin_a2b1_complex,CODA1_HUMAN,,user_curated,uniprot
Q6FHJ7,Q93097,WNT2B_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6FHJ7,Q93098,WNT8B_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6FHJ7,Q9H1J5,WNT8A_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6FHJ7,Q9H1J7,WNT5B_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6FHJ7,Q9UBV4,WNT16_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6FHJ7,Q9Y6F9,WNT6_HUMAN,SFRP4_HUMAN,user_curated,PMID:12775774
Q6GTX8,Q8NHJ6,LAIR1_HUMAN,LIRB4_HUMAN,user_curated,PMID:19283782
Q6UVK1,integrin_a3b1_complex,CSPG4_HUMAN,,user_curated,uniprot
Q6UW32,Q9H665,IGFL1_HUMAN,IGFR1_HUMAN,user_curated,uniprot
Q6UWK7,Q9UGT4,GP15L_HUMAN,SUSD2_HUMAN,user_curated,uniprot
Q6UWQ7,Q9H665,IGFL2_HUMAN,IGFR1_HUMAN,user_curated,uniprot
Q6UXB1,Q9H665,IGFL3_HUMAN,IGFR1_HUMAN,user_curated,uniprot
Q6UXX9,Q9BXB1,LGR4_HUMAN,RSPO2_HUMAN,user_curated,PMID:24532711
Q6UXX9,Q9HBX8,LGR6_HUMAN,RSPO2_HUMAN,user_curated,PMID:24532711
Q6UXZ4,Q9HB63,NET4_HUMAN,UNC5D_HUMAN,user_curated,uniprot
Q70Z44,SerotoninDopamin_byDDC,,5HT3D_HUMAN,user_curated,uniprot
Q765I0,Q9UKP6,UTS2B_HUMAN,UR2R_HUMAN,user_curated,uniprot;reactome
Q7Z4H4,RAMP2_complex,ADM2_HUMAN,,user_curated,uniprot
Q7Z4H4,RAMP3_complex,ADM2_HUMAN,,user_curated,uniprot
Q7Z6A9,Q92956,BTLA_HUMAN,TNR14_HUMAN,user_curated,PMID:31204070;uniprot
Q86WN2,Type_I_IFNR,IFNE_HUMAN,,user_curated,PMID:9208871
Q8IU54,Type_III_IFNR,IFNL1_HUMAN,,user_curated,PMID:9208871
Q8IZC6,integrin_a10b1_complex,CORA1_HUMAN,,user_curated,uniprot
Q8IZC6,integrin_a11b1_complex,CORA1_HUMAN,,user_curated,uniprot
Q8IZC6,integrin_a1b1_complex,CORA1_HUMAN,,user_curated,uniprot
Q8IZC6,integrin_a2b1_complex,CORA1_HUMAN,,user_curated,uniprot
Q8IZI9,Type_III_IFNR,IFNL3_HUMAN,,user_curated,PMID:9208871
Q8IZJ0,Type_III_IFNR,IFNL2_HUMAN,,user_curated,PMID:9208871
Q8IZJ1,Q9HB63,NET4_HUMAN,UNC5B_HUMAN,user_curated,uniprot
Q8N126,Q8NFZ8,CADM3_HUMAN,CADM4_HUMAN,user_curated,uniprot
Q8N126,Q9BY67,CADM3_HUMAN,CADM1_HUMAN,user_curated,uniprot
Q8N126,Q9H4G0,CADM3_HUMAN,E41L1_HUMAN,user_curated,uniprot
Q8N126,Q9NQS3,CADM3_HUMAN,PVRL3_HUMAN,user_curated,uniprot
Q8N474,Q93097,WNT2B_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8N474,Q93098,WNT8B_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8N474,Q9H1J5,WNT8A_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8N474,Q9H1J7,WNT5B_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8N474,Q9UBV4,WNT16_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8N474,Q9Y6F9,WNT6_HUMAN,SFRP1_HUMAN,user_curated,PMID:12775774
Q8NFJ6,Q9HC23,PROK1_HUMAN,PKR1_HUMAN,user_curated,reactome;uniprot
Q8NFW1,integrin_a10b1_complex,COMA1_HUMAN,,user_curated,uniprot
Q8NFW1,integrin_a11b1_complex,COMA1_HUMAN,,user_curated,uniprot
Q8NFW1,integrin_a1b1_complex,COMA1_HUMAN,,user_curated,uniprot
Q8NFW1,integrin_a2b1_complex,COMA1_HUMAN,,user_curated,uniprot
Q8TCW9,Q9HC23,PROK2_HUMAN,PKR1_HUMAN,user_curated,reactome;uniprot
Q8TDU9,Q8WXF3,REL3_HUMAN,RL3R2_HUMAN,user_curated,uniprot;HMRbase;reactome
Q8TDU9,Q9Y5Q6,INSL5_HUMAN,RL3R2_HUMAN,user_curated,uniprot;reactome
Q8WXA8,SerotoninDopamin_byDDC,,5HT3C_HUMAN,user_curated,uniprot
Q8WXD0,Q8WXF3,REL3_HUMAN,RXFP2_HUMAN,user_curated,uniprot;HMRbase;reactome
Q8WXF3,Q9HBX9,REL3_HUMAN,RXFP1_HUMAN,user_curated,uniprot;HMRbase;reactome
Q8WXF3,Q9NSD7,REL3_HUMAN,RL3R1_HUMAN,user_curated,uniprot;HMRbase;reactome
Q92478,Q9NZS2,CLC2B_HUMAN,KLRF1_HUMAN,user_curated,Induces_NK_Cell_Activation._Reviewed_in_PMID:24223577
Q92692,Q9NQS3,PVRL2_HUMAN,PVRL3_HUMAN,user_curated,PMID:19011627;PMID:12740392
Q92753,atRetinoicAcid_byALDH1A1,,RORB_HUMAN,user_curated,uniprot
Q92753,atRetinoicAcid_byALDH1A2,,RORB_HUMAN,user_curated,uniprot
Q92753,atRetinoicAcid_byALDH1A3,,RORB_HUMAN,user_curated,uniprot
Q92765,Q93097,WNT2B_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q92765,Q93098,WNT8B_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q92765,Q9GZT5,WN10A_HUMAN,SFRP3_HUMAN,user_curated,PMID:29979633
Q92765,Q9H1J5,WNT8A_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q92765,Q9H1J7,WNT5B_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q92765,Q9UBV4,WNT16_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q92765,Q9Y6F9,WNT6_HUMAN,SFRP3_HUMAN,user_curated,PMID:12775774
Q93097,Q96HF1,WNT2B_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q93097,Q9Y5W5,WNT2B_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q93098,Q96HF1,WNT8B_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q93098,Q9Y5W5,WNT8B_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q969D9,TSLPR,TSLP_HUMAN,,user_curated,PDB:5j11
Q96A83,integrin_a10b1_complex,COQA1_HUMAN,,user_curated,uniprot
Q96A83,integrin_a11b1_complex,COQA1_HUMAN,,user_curated,uniprot
Q96A83,integrin_a1b1_complex,COQA1_HUMAN,,user_curated,uniprot
Q96A83,integrin_a2b1_complex,COQA1_HUMAN,,user_curated,uniprot
Q96AP7,Q96AP7,ESAM_HUMAN,ESAM_HUMAN,user_curated,PMID:11279107
Q96CM4,SLC16A1_complex,NXNL1_HUMAN,,user_curated,uniprot;PMID:25957687
Q96HF1,Q9H1J5,WNT8A_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q96HF1,Q9H1J7,WNT5B_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q96HF1,Q9UBV4,WNT16_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q96HF1,Q9Y6F9,WNT6_HUMAN,SFRP2_HUMAN,user_curated,PMID:12775774
Q96MS0,Q99435,NELL2_HUMAN,ROBO3_HUMAN,user_curated,reactome
Q96P44,integrin_a10b1_complex,COLA1_HUMAN,,user_curated,uniprot
Q96P44,integrin_a11b1_complex,COLA1_HUMAN,,user_curated,uniprot
Q96P44,integrin_a1b1_complex,COLA1_HUMAN,,user_curated,uniprot
Q96P44,integrin_a2b1_complex,COLA1_HUMAN,,user_curated,uniprot
Q96RJ3,Q9Y275,TN13B_HUMAN,TR13C_HUMAN,user_curated,uniprot;reactome
Q99466,Q9NR61,NOTC4_HUMAN,DLL4_HUMAN,user_curated,PMID:22353464
Q99466,Q9NYJ7,NOTC4_HUMAN,DLL3_HUMAN,user_curated,PMID:22353464
Q99466,Q9Y219,NOTC4_HUMAN,JAG2_HUMAN,user_curated,PMID:22353464
Q99715,integrin_a10b1_complex,COCA1_HUMAN,,user_curated,uniprot
Q99715,integrin_a11b1_complex,COCA1_HUMAN,,user_curated,uniprot
Q99715,integrin_a1b1_complex,COCA1_HUMAN,,user_curated,uniprot
Q99715,integrin_a2b1_complex,COCA1_HUMAN,,user_curated,uniprot
Q99731,Q9NPB9,CCL19_HUMAN,ACKR4_HUMAN,user_curated,PMID:24218476
Q99748,RET_receptor_2,NRTN_HUMAN,,user_curated,uniprot
Q99788,Q99969,RARR2_HUMAN,CML1_HUMAN,user_curated,uniprot
Q99983,integrin_aVb3_complex,OMD_HUMAN,,user_curated,uniprot
Q9BX67,Q9BX67,JAM3_HUMAN,JAM3_HUMAN,user_curated,PMID:16118203
Q9BX67,integrin_aMb2_complex,JAM3_HUMAN,,user_curated,PMID:16118203;PMC2194005
Q9BXB1,Q9BXY4,LGR4_HUMAN,RSPO3_HUMAN,user_curated,PMID:24532711
Q9BXY4,Q9HBX8,LGR6_HUMAN,RSPO3_HUMAN,user_curated,PMID:24532711
Q9BY67,Q9BY67,CADM1_HUMAN,CADM1_HUMAN,user_curated,PMID:24503895
Q9BY67,Q9NQS3,CADM1_HUMAN,PVRL3_HUMAN,user_curated,uniprot
Q9H1J5,Q9Y5W5,WNT8A_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q9H1J7,Q9Y5W5,WNT5B_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q9H3S1,Q9Y4D7,SEM4A_HUMAN,PLXD1_HUMAN,user_curated,PMID:22325954
Q9HC73,TSLPR,CRLF2_HUMAN,,user_curated,DOI_10.1038ncomms14937
Q9NR61,Q9UM47,DLL4_HUMAN,NOTC3_HUMAN,user_curated,PMID:22353464
Q9NYJ7,Q9UM47,DLL3_HUMAN,NOTC3_HUMAN,user_curated,PMID:22353464
Q9P0W0,Type_I_IFNR,IFNK_HUMAN,,user_curated,PMID:9208871
Q9P218,integrin_a10b1_complex,COKA1_HUMAN,,user_curated,uniprot
Q9P218,integrin_a11b1_complex,COKA1_HUMAN,,user_curated,uniprot
Q9P218,integrin_a1b1_complex,COKA1_HUMAN,,user_curated,uniprot
Q9P218,integrin_a2b1_complex,COKA1_HUMAN,,user_curated,uniprot
